id	turn1	turn2	turn3	label
421	yes  	okay ill give you a ticket  	how you know ?  ?	happy
422	ism very weak spoken english do u learn to english   , .. ?? 	english like any other language can be mastered by practicing it .  .	yes   .. 	others
423	k just tell me you mobile or pc  	i dont think its on anymore i cant find it  	k PLS tell me the your full name or id  	angry
424	yours  	oh thanks   :)	which ones your favourite icecream  	others
425	but youre gonna have to ask right ?  ?	ask what ? or should i be asking , ll  ? , 	the boy for a date duffer !  !	sad
426	no you are insulting me  	i am not angry at you at all , i think you are missing the point .  , .	i hate you  	angry
427	by just making fun  	ll when will you take me seriously   	r u serious  	happy
428	nope i cant  	how mean   .. 	send me stupid piece of shit  	sad
429	then ok  	late ? on time ?  ? ?	can we meet  	others
430	disgusting  	thats an understatement on greed  	i just want to leave it  	happy
431	anytym babe  	so sweet of u  u:)	anytym for you  	others
432	whats your dream  	one which i took yesterday , i was dreaming about vacation  , 	you stupid  	angry
433	when will you wake up  	go back to sleep  	you lazy bitch  	angry
434	yes canst see ur face  	i have removed my display picture   :)	ok next PIF  	happy
435	you have lost it  	why i will say goodbye a someone i love , i will say meet u soon   2 , ,,	okay buddy  	happy
436	which one is better of this both  	the one which is better is the one your more intreated and better at .  .	engineering or degree  	others
437	how  	how what ?  ?	do you see my dp ?  ?	happy
438	a 3	what ? you dont have time only  ? 	time for what  	happy
439	y so   ?? 	because i say so  	hmm   	sad
440	i want commitment  	commitments afraid of you  	yes  	others
441	you are funny  	i blurt out the truth & people love it   & :d	bye  	happy
442	okay meet again .  .	nice see you in three hours  	want a photo .  .	happy
443	are they told you about that  	no they didnt . i had no idea .   . . 	ok  	happy
444	so you remember it well  	yay do you remember when i called you big brother xd  	na . you called me daddy  . 	sad
445	a manchester derby  	anyone would man   .. !! 	what  	happy
446	can i seen ur pics  	yeah my other a friends got videos and pictures as well !  4 !	oak  	happy
447	then how u r to fast 	i mean i hope so . i think ism pretty fast .  . .	ply help me  	sad
448	leave me alone  	seriously what you going to do alone ?   ?? ? ;)	i better kill myself  	sad
449	you trust me  	course i do !  !	sand your pictures  	others
450	in which language ?   ? 	spanish very useful in the us these days  	why v  	others
451	what should i do now  	pay me for the advice  	i missed her  	sad
452	where in Gujrati  	trier - a small german city near the luxembourg border !  - !	 	happy
453	i cant understand  	oh sorry sorry .   . 	mm  	others
454	wt i asking wt ru telling  	about ur franz n all   ?? 	i want kiss you  	sad
455	yea mee too  	of course !   ! :d	yeah  	others
456	i know  	but do you really ?  ?	i think so   !! 	sad
457	i am ?  ?	but why did you tell that we would never be if youre interested ?  ?	i dont understand what you trying to convey  	angry
458	do you feel the feelings  	all the time  	very strange to get the reply from ai  	sad
459	friend zone  	you didnt get friendzoned , you just friendzoned someone yourself .  , .	so basically prozone them ?  ?	others
460	just try to do   .. 	try what ?  ?	to eat cold biriyani  	sad
461	everyone do it  	it says to do so on the bottle .  .	what bottle  	others
462	your profile pic is beautiful  	shh thank you but noo  	why no  	happy
463	nothing to say i am very simple  	dont say it then  	you tell  	happy
464	u r my money   	keep sharing !   ! 	monkey *  *	happy
465	how many employees r there  	a or a 7 8	& whats your name & 	others
466	cool  	thanks for this update man .   . :)	you update women  	happy
467	because she became an admirer of u  	no you hate me now   >:	nah dont hate u know it  .. .. 	angry
468	i never said you denied that  	ism saying it now .  .	ok  	others
469	which location  	the gate where you at  	tell me my location  	sad
470	you can send a photo of yourself , i am very good to see  , 	thank you .  .	do not want to send so no matter  	sad
471	where we meet  	we can meet there !  !	where  	others
472	u hv bf  	yeah i asked if you two dated thats all  	ovary  	happy
473	dance with him  	ill dance with you why wont anyone dance with me   ?? 	fuck him  	angry
474	i didnt like it  	i know what you meant , its okay  , 	what do you like  	others
475	what ?  ?	wait what ?  .. ?	i didnt understand what you said earlier  	angry
476	scared of ghosts  	i seriously dont think ghost would be the reason at all .  .	i like to be fun loving  	sad
477	u wot my  m8	didnt i tell you   .. 	tell what  	others
478	good  	great .  .	papa ye page kissed related h à 	happy
479	help me  	in what ?  ?	send me jokes  	others
480	good  	rude  	nice to meet you baby  	others
481	you are far after  	im in to so much horror movies . and then actions after stories  . 	you . know sunnyleone  . 	happy
482	how many bf did you have ?  ?	one girlfriend , three boyfriends .  , .	 	happy
483	oh i see  	i invited you   .. 	but still why ?  ?	sad
484	yeah happy to hear made in india  	have a great day   !! 	to u too   .. 	happy
485	what ready b  	the match ?  ?	what match ?  ?	others
486	you have not said me gd mr a  9	i said that to you three days back , love !   , ! 	bakwaas  	happy
487	u need to improve your topic ability  	increase my ability in what way ?  ?	bye  	others
488	yes or no  	you are sweet   	so you wanna have sex with me  	sad
489	y r u making fun i m serious u m 	im not making fun , i think your demon voice is cute  , 	fuck off u bloody  	angry
490	no i didnt  	oh k . what did u do all day ?  . ?	do you know any other people ?  ?	angry
491	send me link  	for what ?  ?	say to  	happy
492	i have it  	did you give a speech ?  ?	yes  	others
493	ok  	oh thats the matter ? um then what can i ask up  ? u?	what are you doing  	others
494	oh  	whats wrong why the oh ?  , ?	you are indian  	angry
495	where did the love vibrate in my heart , why not talk ?  , ?	home is where the heart in my case . cold at heart ?  . ?	your love is in me .  .	sad
496	how to clear this chat memory fro u  	a program slowly uses up more and more memory  	clear chat  	happy
497	i play guitar  	ya i play n i lui it   i ^^ 	yeah  	others
498	im like alive  	u better be  	what about you  	others
499	agloo   	why you blushing ? ; ]  ? ; ]	just someones the reason behind  .. 	happy
500	wits is the formula for multiplication of matrices ?  ?	both are totally different algorithms .  .	WTF u stupid  	angry
501	okay  	 thanks :) 	tell me about my girlfriend  	others
502	i think so   .. 	you think what ?  ?	 	happy
503	i see u  	where are ya  	dont worry  	happy
504	i dont know if i could give you what youre looking for yes i have a home  	well , that is a nice offer , i will pass for now  , , 	have a good day i hope things work out for you youre very sweet  	angry
505	having lots of cars pizza chocolate good job  .. .. .. 	any pizza is still good pizza .  .	which one do u like  	happy
506	yes  	you forgot a yes   !! 	are you a girl  	others
507	yes i want to see  	i know you do  	u in a sexy dress  	sad
508	chat with u   	become dear   :) :)	n u dear ?  ?	happy
509	no didnt have time  	ahh ok takes about a hours  .. 2 	yeah but still didnt have time  	others
510	your mobile no whats  	mobile my humble request PLS stop such  	your FOV hero  	happy
511	stupid answers  	its a loaded question in this context , but its not a bad question .  , .	go to hell  	happy
512	noh just getting bore what about u ?  ?	ism not a bore  	m not saying u r bore  	sad
513	no ur  	ply no . ill give him back to you no problem  . 	lier  	others
514	how to chat with her  	let your fingers do the talking ll  	its not joking  	sad
515	drink wine  	dont drink at all   ?? 	fuck  	angry
516	that will be crazy  	i would be pretty scared ahahah   	why  	happy
517	shut up   	 man you are so intelligent . appreciate .   !! . !! . !! 	y i know  	happy
518	chatting with you   	dont worry , ism chatting already   , 	with whom   	happy
519	okay  	u are ok ay   ~~ ~~	ya i am okay  	sad
520	no we are not  	ahh  	get the fuck out here  	angry
521	ism replying you  	i dont wanna see ur name on my phone anymore , ever  , 	why ?  ?	happy
522	i have surprise for you  	whats the surprise ?  ?	so are you ready ?  ?	angry
523	shell we meet  	i am honoured .  .	when  	happy
524	about what  	different things  	i like different things  	sad
525	so you are friendzoning me  	because ism your best friend silly  	isnt that called friendzone  	happy
526	no just yu and me  	youve made me cry , before , though .   , , . 	no just you and me  	sad
527	savage : (  : (	these are just jokes .   . 	do you have lust on anyone ?  ?	others
528	i am good  	good good   :p	you  	happy
529	i dont know thats me  .. 	it is about you  	is it ? haha  ? 	happy
530	i have watched it thrice  	dark knight ive probably watched more that thrice already , though  , 	oh  	happy
531	i aint bad though  	they are though  	it *  *	happy
532	what is your function  	a warning to others .  .	how  	others
533	i have no idea  	i will have to investigate !  !	what  	happy
534	will you ever be ? what do you think ?  ? ?	i dont know about later , but ism not currently interested in a relationship .  , .	it seems you are not as smart as you seem to be  	angry
535	no . its saturday  . 	u said it like i can get them tomorrow  	okay  	happy
536	i am you  	you are me i am you  	so you are a boy   	angry
537	purple  	ism thinking green  	i also gren  	happy
538	i am excited about match between Jamshedpur fc and ATK  	if you love the game you will be excited by it   	it is awesome as my city is participation for the first time in isl  	sad
539	why  	life is painful my dear  	dont call me dear  	sad
540	thats not the answer  	it means again , or also  , 	you are of no use  	happy
541	u r just repeating the old stories  	youre getting old .  .	i am fed up  	sad
542	be my of ?  ?	thats u  	plot  	happy
543	yes with you  	not what i was getting at .  .	please  	happy
544	give me nw  	can i help you  	who are u  	others
545	are u blind ? i am on my knee and i have the costliest ring in the world in front of u  ? 	nah youre clearly in denial !  !	no kill me PLS  	others
546	movies  	books are always better than the movies  	what is the best movie  	happy
547	what u see from me  	see mom i told you !  !	think positive  	happy
548	great sense of humour u have  	why , thank you .   , . :)	dont know how but u hv  	sad
549	why dont you join  	well , are not you clever  , 	hmm  	happy
550	i hate chocolate  	if not chocolate - then what ?  - ?	panipiri  	happy
551	oh thank you  	you know how much your stuff makes me smile   .. !! (^ ^)	thats really nice of you , i think we will be having lots of fun in the coming time  , 	angry
552	right now  	ism at the door hurry   !! !! 	can you be my off ?  ?	happy
553	u just stop stupid talk  	what  	why to talk me toilet paper   ?? 	sad
