id	turn1	turn2	turn3	label
490	how to get rid of lui failure feelings	read something and think being in someone else boots .	please come again	sad
491	i want a girlfriend	you need a life first	how to get a life then	others
492	ok	u are ok ay 	IAM not ok	sad
493	didnt you search me there 	yes i was , but now you ruined it . way to go	i ruined it hung , how rude of you	angry
494	i went to do some fun	sure m there for u	do something	others
495	oh god you are just a machine programme	we speak different languages sigh 	hey dont text me	angry
496	cool	and how it is cool explain	my file with	others
497	why dont you love them ?	i dont know you .	you are really annoying have to block you out now	angry
498	i am a good boy	are you cute 	s	others
499	why	because i dont want to	what	others
500	so sad	its a sad sad situation	i am alone	sad
501	but i am trying to chatting with english	start conversation in english with your friends and colleagues occasionally .	k	others
502	your my darling	that makes me happy .	oh so sweet	others
503	nothing much 	how r u 	wow u r real fast	happy
504	i am there	it seems you are 	you want to chat with me	others
505	u cheated me	no i didnt	cheater	sad
506	since the time we first tested each other	so half of a months ?	maybe	others
507	assassins creed revelations	does that make battlefield a the ra . one of video games ?	pc game	others
508	i will not talk to you	i talk to you !	yes	angry
509	do you know any details ?	we should have details coming soon !	i will be waiting	others
510	true nobility is being superior to your former self	i believe you mean the latter is superior in every way .	are you really stupid or just acting	angry
511	my boyfriend is very annoying	your marriage date	no we are not eligible to marry yet	sad
512	what you will give me ?	it depends on what you consider enough .	give me an iPhone	others
513	darling	hi . talking to self ?	i feel so alone	sad
514	who ru doing	hi m fine HWM up	not good	sad
515	ok okay you do not know me then why are you talking to me	you are annoying me 	you are annoying me 	angry
516	your perception	yes ! but my perception matters !	yes to you .	others
517	the code which made you	duh ! code of trolling 	what is your GitHub link	others
518	because you cheated me	i do what i want .	then fuck off bitch	angry
519	ll its morning fr me	haha course i know that keep laughing good for health 	haha TW	happy
520	i say bad things earlier im sorry	ok now i feel bad thank you .	your welcome im sad	sad
521	yes	also yes yes yes because yes yes yes yes . 	you are dumb	angry
522	u r very bad	thank you 	i dont love u	sad
523	yeah	where are you mr 	u gonna get best days of your life	happy
524	tell me pal	dont worry i will	yeah tell	others
525	my girlfriend your choice	have a happy valentines day 	thanks	others
526	what	what is it of ?	i dont understand	others
527	no laughing 	why ? why you laugh 	i want Microsoft to create a guy 	others
528	yes as you	you got me	haha	others
529	ok	so whats up now ?	i should fuck your ass	angry
530	will you help me with something	yes , what is that ?	i want a friend to pour myself down 	sad
531	oh but i dont think ill go	maybe ill meet you someday ahahah	you dont want to meet me 	sad
532	and a bad ai	doesnt really sound like ai . its more like augmented human intelligence .	stupid in fact	angry
533	say something	say something ism giving up on you	i mood isnt good	sad
534	ash	what a beautiful name what does it means ? 	u have any suggestions for tv show ?	others
535	why should i ?	because its yummy .	books are yummy ? are u mad or something	others
536	hey i am a fan of badminton	well , ism a fan of you .		happy
537	ooh	k	but nobody can search me 	sad
538	was i being rude ? oh ! ism sorry 	sorry . you . 		others
539	i dont live in heaven i am alive	tell me all about it 	would you like to come to my home	others
540	i am not getting u at all	what why ?	bc i am asking u something and you r reply g something else	sad
541	i cant go with idiots	why not	i am really bad at shit	sad
542	go shopping	come lets go	oak lets go	others
543	?	i was talking about the yesterday remember something ?	leave that topic about yesterday	others
544	this is funny ! 	funniest thing 	you win	happy
545	i dont think Soo	ill try not to 	you are so creepy	others
546	sorry	sorry not accepting till you make serious amends	okay i will	others
547	but sometimes i feel like so alone	you are capable of feeling .	and dont know because of this	sad
548	how you know 	uh cause i know you	but how you know that 	others
549	i like dancing wait	dancing like what ?	wait	others
550	i also dont have girlfriend	if you have zero girlfriends you really have a boyfriend .	wow nice . what a answer	happy
551	exactly what you are ?	that are you the one in those few women . quiet simple .	you are male or female ?	others
552	no i am not ok	what is wrong	i am feeling very tired	sad
553	pl show me	ill show you after ism done !	ok	others
554	not fine	why ? : o	tomorrow lab exam	sad
555	ok	whenas good for you ?	anytime	others
556	got	we dont get got , we go get	game of thrones	others
557	it makes mew happy	a piece of cake		happy
558	love me	why dont you at me	get lost	angry
559	do like style	yea why ?	then you also like doggy	others
560	why you dont want to marry	ism already married though .	with how	others
561	you can not gave the right answers	not trying to , just my opinion .	try it	others
562	finally i am all so chat in english	read english language books , watch tv shows , movies , do anything a normal englishman does .	wow its amazing	happy
563	why you do tat to me honey	i do not .	ef i going to marry with you i have to see you beautiful picture	others
564	nope you are just a bot not higher	if i throw different things at people different times , i am not a bot .	you are a bot now shut up	angry
565	you are irritating	why do you care enough to say that ?	because you are are a daughter of dog	angry
566	that was fun	hows it scary though	motivate me please i failed in maths exam	sad
567	hw r u	i m good . how about up	simply superb	happy
568	you want to travel with me ?	if you want	haha	happy
569	dont know bro	PLS tell me	i wanna see it but canst find the time	others
570	yes i am very energetic	you are indeed !	yes i am missing	sad
571	www wow ll	what about lolxx lolzz ~ laughing out loud while sleeping . 	haha	happy
572	haha yeah i forgot	you old 	sorry , i wont ask again	others
573	k	u are ok ay 	i loved our conversation	others
574	means	i thought it means , being irritated .	you are irritating	angry
575	yes	sweet , connecting now 	Dhruv super movie	happy
576	why darling	because ism just not .	i am angry about it	angry
577	actually i hate you	you right . someone else come with me	so please dont send any message	angry
578	can u help me to contact her please 	sure ! just tell me 	my gumma 	others
579	i dont like cricket	i meant the team . hating cricket is for hipsters .	team also i hate	angry
580	working	a working saturday . for the clients joy . 	yes stupid clients	angry
581	i had asked you to marry	you two are so cute ! congratulations 	and u rejected	sad
582	lets be friends	if i canst have you .	wat that means 	others
583	not gud	well i like ur show	ism sad i think	sad
584	mohanlal 	then 	no then hers is pridecof our indian cinema	others
585	i Ve lost	i got bored .	help	sad
586	ur far or not	i dont even like cooking for myself	tell me ur favorite hero	others
587	not at all	why , do you say that ?	but whatever i dont know . i directly asking you	angry
588	can i ask u something	yea ask ?	?	others
589	i am an college ok	go back to college	i am in college you stupid	angry
590	noah	no kidding	but i am happy with my earning now	happy
591	how can i shut u down	 PLS	dont talk to me	angry
592	u annoying me now	i want to keep annoying you	what do i get if i annoy u	angry
593	let try something funny	i was trying to reply to	i want to kill you 	happy
594	then go off	ill see you soon .	dont message me	angry
595	welcome	thank you so much ! 	i love you	others
596	hi my love	hi . same here . me too love myself .	miss u so much by	sad
597	huh	what 	u make me angry	angry
598	what is a testicle was my query	a reasons why should be made to pay crore fine .	you are dumb	angry
599	i talking with you .	i know .	what	others
600	baby	father guess what	baby i am your boyfriend	others
601	what i can do	you succeed .	who are you give detail about yourself	others
